order_id,customer_id,order_date,order_year,order_month,week_of_year,order_channel,payment_method,gross_amount_jd,discount_jd,net_amount_jd,points_earned,points_redeemed,points_balance_after,season_event
O202600506,C0059,2026-02-22,2026,February,9,Delivery,Card,7.16,0,7.16,71,0,399,Ramadan 2026
O202600507,C0052,2026-02-22,2026,February,9,In-store,Card,0.3,0,0.3,3,0,252,Ramadan 2026
O202600508,C0014,2026-02-22,2026,February,9,Delivery,Cash,6.78,0,6.78,67,0,67,Ramadan 2026
O202600509,C0113,2026-02-22,2026,February,9,In-store,Card,14.98,0.45,14.53,145,0,188,Ramadan 2026
O202600510,C0145,2026-02-22,2026,February,9,Pickup,Card,3.8,0,3.8,38,0,58,Ramadan 2026
O202600511,C0127,2026-02-23,2026,February,9,Pickup,Wallet,10.8,0,10.8,108,0,210,Ramadan 2026
O202600512,C0081,2026-02-23,2026,February,9,In-store,Cash,6.16,0,6.16,61,0,81,Ramadan 2026
O202600513,C0086,2026-02-23,2026,February,9,Pickup,Card,7,0,7,70,0,358,Ramadan 2026
O202600514,C0071,2026-02-23,2026,February,9,Delivery,Card,1.3,0,1.3,13,0,171,Ramadan 2026
O202600515,C0053,2026-02-23,2026,February,9,Delivery,Card,2.25,0,2.25,22,0,144,Ramadan 2026
O202600516,C0117,2026-02-23,2026,February,9,In-store,Cash,6.01,0,6.01,60,0,192,Ramadan 2026
O202600517,C0094,2026-02-23,2026,February,9,Delivery,Cash,4.99,0,4.99,49,0,357,Ramadan 2026
O202600518,C0015,2026-02-23,2026,February,9,Delivery,Card,5.49,0,5.49,54,0,153,Ramadan 2026
O202600519,C0107,2026-02-23,2026,February,9,Delivery,Cash,3.75,0,3.75,37,0,119,Ramadan 2026
O202600520,C0132,2026-02-23,2026,February,9,Delivery,Card,1.41,0,1.41,14,0,119,Ramadan 2026
O202600521,C0054,2026-02-23,2026,February,9,In-store,Card,3.12,0,3.12,31,0,132,Ramadan 2026
O202600522,C0064,2026-02-23,2026,February,9,Delivery,Card,1.43,0,1.43,14,0,90,Ramadan 2026
O202600523,C0095,2026-02-23,2026,February,9,Delivery,Cash,6.3,0.19,6.11,61,0,80,Ramadan 2026
O202600524,C0004,2026-02-23,2026,February,9,In-store,Card,1.95,0,1.95,19,0,89,Ramadan 2026
O202600525,C0045,2026-02-23,2026,February,9,Delivery,Card,1.45,0,1.45,14,0,68,Ramadan 2026
O202600526,C0117,2026-02-23,2026,February,9,Delivery,Card,13.2,0,13.2,132,0,324,Ramadan 2026
O202600527,C0001,2026-02-23,2026,February,9,Delivery,Card,4.78,0,4.78,47,0,401,Ramadan 2026
O202600528,C0102,2026-02-24,2026,February,9,In-store,Card,3.55,0,3.55,35,0,96,Ramadan 2026
O202600529,C0130,2026-02-24,2026,February,9,In-store,Card,3.39,0,3.39,33,0,196,Ramadan 2026
O202600530,C0036,2026-02-24,2026,February,9,Delivery,Card,2.21,0,2.21,22,0,97,Ramadan 2026
O202600531,C0135,2026-02-24,2026,February,9,Pickup,Card,13.82,0,13.82,138,0,169,Ramadan 2026
O202600532,C0102,2026-02-24,2026,February,9,Pickup,Wallet,1,0,1,10,0,106,Ramadan 2026
O202600533,C0054,2026-02-24,2026,February,9,Pickup,Card,7.79,0,7.79,77,0,209,Ramadan 2026
O202600534,C0093,2026-02-24,2026,February,9,Delivery,Cash,3.75,0,3.75,37,0,68,Ramadan 2026
O202600535,C0099,2026-02-24,2026,February,9,In-store,Card,2.09,0,2.09,20,0,114,Ramadan 2026
O202600536,C0067,2026-02-24,2026,February,9,In-store,Card,11.1,0,11.1,111,0,261,Ramadan 2026
O202600537,C0015,2026-02-24,2026,February,9,In-store,Cash,5.04,0,5.04,50,0,203,Ramadan 2026
O202600538,C0061,2026-02-24,2026,February,9,In-store,Wallet,7.5,0,7.5,75,0,259,Ramadan 2026
O202600539,C0139,2026-02-24,2026,February,9,Delivery,Cash,5.59,0,5.59,55,0,490,Ramadan 2026
O202600540,C0010,2026-02-24,2026,February,9,In-store,Cash,3.45,0,3.45,34,0,72,Ramadan 2026
O202600541,C0063,2026-02-24,2026,February,9,In-store,Cash,6.8,0.2,6.6,66,0,165,Ramadan 2026
O202600542,C0108,2026-02-24,2026,February,9,In-store,Cash,4.7,0,4.7,47,0,594,Ramadan 2026
O202600543,C0002,2026-02-25,2026,February,9,In-store,Card,3.19,0,3.19,31,0,96,Ramadan 2026
O202600544,C0101,2026-02-25,2026,February,9,In-store,Cash,2.15,0,2.15,21,0,300,Ramadan 2026
O202600545,C0048,2026-02-25,2026,February,9,In-store,Wallet,8.8,0,8.8,88,0,571,Ramadan 2026
O202600546,C0016,2026-02-25,2026,February,9,Delivery,Cash,15.25,0,15.25,152,0,196,Ramadan 2026
O202600547,C0121,2026-02-25,2026,February,9,Delivery,Card,10.57,0,10.57,105,0,351,Ramadan 2026
O202600548,C0091,2026-02-25,2026,February,9,In-store,Cash,1.61,0,1.61,16,0,176,Ramadan 2026
O202600549,C0140,2026-02-25,2026,February,9,Pickup,Card,1.08,0,1.08,10,0,93,Ramadan 2026
O202600550,C0123,2026-02-25,2026,February,9,Pickup,Card,0.6,0,0.6,6,0,281,Ramadan 2026
O202600551,C0034,2026-02-25,2026,February,9,In-store,Wallet,12.15,0,12.15,121,0,175,Ramadan 2026
O202600552,C0078,2026-02-25,2026,February,9,In-store,Card,4.23,0,4.23,42,0,164,Ramadan 2026
O202600553,C0049,2026-02-25,2026,February,9,In-store,Cash,5.69,0,5.69,56,0,86,Ramadan 2026
O202600554,C0074,2026-02-25,2026,February,9,Delivery,Cash,11.25,0,11.25,112,0,235,Ramadan 2026
O202600555,C0005,2026-02-25,2026,February,9,Pickup,Cash,7.5,0,7.5,75,0,209,Ramadan 2026
O202600556,C0150,2026-02-25,2026,February,9,Delivery,Cash,3.96,0,3.96,39,0,70,Ramadan 2026
O202600557,C0136,2026-02-25,2026,February,9,Delivery,Cash,3.09,0,3.09,30,0,30,Ramadan 2026
O202600558,C0098,2026-02-26,2026,February,9,Delivery,Wallet,3.5,0,3.5,35,0,242,Ramadan 2026
O202600559,C0083,2026-02-26,2026,February,9,Pickup,Card,4.42,0,4.42,44,0,342,Ramadan 2026
O202600560,C0005,2026-02-26,2026,February,9,Delivery,Card,5.79,0,5.79,57,0,266,Ramadan 2026
O202600561,C0123,2026-02-26,2026,February,9,In-store,Cash,3.78,0,3.78,37,0,318,Ramadan 2026
O202600562,C0069,2026-02-26,2026,February,9,Delivery,Card,13.59,0,13.59,135,0,167,Ramadan 2026
O202600563,C0126,2026-02-26,2026,February,9,Pickup,Cash,2.9,0,2.9,29,0,29,Ramadan 2026
O202600564,C0072,2026-02-26,2026,February,9,Pickup,Wallet,11.73,0,11.73,117,0,247,Ramadan 2026
O202600565,C0103,2026-02-26,2026,February,9,Delivery,Cash,3.65,0.11,3.54,35,0,55,Ramadan 2026
O202600566,C0019,2026-02-26,2026,February,9,Pickup,Card,7.45,0,7.45,74,0,146,Ramadan 2026
O202600567,C0050,2026-02-26,2026,February,9,Delivery,Card,1.73,0,1.73,17,0,69,Ramadan 2026
O202600568,C0050,2026-02-27,2026,February,9,Pickup,Cash,9.98,0.3,9.68,96,0,165,Ramadan 2026
O202600569,C0048,2026-02-27,2026,February,9,Pickup,Card,1.5,0,1.5,15,0,586,Ramadan 2026
O202600570,C0133,2026-02-27,2026,February,9,Delivery,Card,2.3,0.07,2.23,22,0,311,Ramadan 2026
O202600571,C0058,2026-02-27,2026,February,9,In-store,Cash,0.99,0,0.99,9,0,69,Ramadan 2026
O202600572,C0035,2026-02-27,2026,February,9,Pickup,Card,18.14,0,18.14,181,0,459,Ramadan 2026
O202600573,C0113,2026-02-27,2026,February,9,Pickup,Card,5.35,0,5.35,53,0,241,Ramadan 2026
O202600574,C0069,2026-02-27,2026,February,9,In-store,Card,4.88,0,4.88,48,0,215,Ramadan 2026
O202600575,C0066,2026-02-27,2026,February,9,Delivery,Cash,5.99,0,5.99,59,0,201,Ramadan 2026
O202600576,C0112,2026-02-27,2026,February,9,In-store,Cash,19.75,0,19.75,197,0,352,Ramadan 2026
O202600577,C0087,2026-02-27,2026,February,9,In-store,Card,5.79,0,5.79,57,0,157,Ramadan 2026
O202600578,C0121,2026-02-27,2026,February,9,Delivery,Card,5.49,0,5.49,54,0,405,Ramadan 2026
O202600579,C0115,2026-02-27,2026,February,9,In-store,Card,13.35,0,13.35,133,0,307,Ramadan 2026
O202600580,C0137,2026-02-27,2026,February,9,Delivery,Card,8.78,0,8.78,87,0,293,Ramadan 2026
O202600581,C0010,2026-02-27,2026,February,9,In-store,Card,2.29,0,2.29,22,0,94,Ramadan 2026
O202600582,C0038,2026-02-28,2026,February,9,Delivery,Cash,3.92,0,3.92,39,0,328,Ramadan 2026
O202600583,C0079,2026-02-28,2026,February,9,Delivery,Wallet,15,0,15,150,0,269,Ramadan 2026
O202600584,C0149,2026-02-28,2026,February,9,Delivery,Card,7.18,0,7.18,71,0,71,Ramadan 2026
O202600585,C0136,2026-02-28,2026,February,9,In-store,Wallet,2.2,0,2.2,22,0,52,Ramadan 2026
O202600586,C0021,2026-02-28,2026,February,9,Delivery,Cash,2.5,0,2.5,25,0,131,Ramadan 2026
O202600587,C0089,2026-02-28,2026,February,9,Pickup,Cash,2.61,0,2.61,26,0,198,Ramadan 2026
O202600588,C0098,2026-02-28,2026,February,9,Pickup,Card,9.19,0.28,8.91,89,0,331,Ramadan 2026
O202600589,C0047,2026-02-28,2026,February,9,Pickup,Card,1.85,0,1.85,18,0,146,Ramadan 2026
O202600590,C0072,2026-02-28,2026,February,9,Delivery,Wallet,0.6,0,0.6,6,0,253,Ramadan 2026
O202600591,C0114,2026-02-28,2026,February,9,In-store,Card,4.75,0,4.75,47,0,275,Ramadan 2026
O202600592,C0131,2026-02-28,2026,February,9,Pickup,Cash,1.64,0,1.64,16,0,166,Ramadan 2026
O202600593,C0112,2026-02-28,2026,February,9,In-store,Cash,0.6,0,0.6,6,0,358,Ramadan 2026
O202600594,C0135,2026-02-28,2026,February,9,Delivery,Card,3.25,0,3.25,32,0,201,Ramadan 2026
O202600595,C0108,2026-02-28,2026,February,9,Delivery,Card,0.6,0,0.6,6,0,600,Ramadan 2026
O202600596,C0010,2026-02-28,2026,February,9,Pickup,Cash,1.49,0,1.49,14,0,108,Ramadan 2026
O202600597,C0130,2026-02-28,2026,February,9,Delivery,Card,9.5,0,9.5,95,0,291,Ramadan 2026
O202600598,C0011,2026-02-28,2026,February,9,In-store,Cash,0.33,0,0.33,3,0,322,Ramadan 2026
O202600599,C0021,2026-02-28,2026,February,9,Pickup,Card,4.29,0,4.29,42,0,173,Ramadan 2026
O202600600,C0048,2026-02-28,2026,February,9,Pickup,Card,1.49,0,1.49,14,0,600,Ramadan 2026
O202600601,C0049,2026-02-28,2026,February,9,Delivery,Cash,3.79,0,3.79,37,0,123,Ramadan 2026
O202600602,C0008,2026-03-01,2026,March,10,In-store,Cash,4.7,0,4.7,47,0,263,Ramadan 2026
O202600603,C0111,2026-03-01,2026,March,10,Delivery,Cash,1.5,0.04,1.46,14,0,39,Ramadan 2026
O202600604,C0063,2026-03-01,2026,March,10,In-store,Cash,7.31,0,7.31,73,0,238,Ramadan 2026
O202600605,C0081,2026-03-01,2026,March,10,Delivery,Card,3.75,0,3.75,37,0,118,Ramadan 2026
O202600606,C0049,2026-03-01,2026,March,10,Delivery,Cash,2.9,0,2.9,29,0,152,Ramadan 2026
O202600607,C0125,2026-03-01,2026,March,10,Pickup,Cash,7.06,0,7.06,70,0,378,Ramadan 2026
O202600608,C0124,2026-03-01,2026,March,10,Pickup,Card,7.24,0,7.24,72,0,332,Ramadan 2026
O202600609,C0062,2026-03-01,2026,March,10,In-store,Card,16.03,0,16.03,160,0,215,Ramadan 2026
O202600610,C0146,2026-03-01,2026,March,10,Delivery,Cash,3.45,0,3.45,34,0,470,Ramadan 2026
O202600611,C0034,2026-03-01,2026,March,10,Pickup,Card,3.6,0,3.6,36,0,211,Ramadan 2026
O202600612,C0027,2026-03-01,2026,March,10,Delivery,Card,6.69,0.2,6.49,64,0,204,Ramadan 2026
O202600613,C0013,2026-03-01,2026,March,10,In-store,Cash,6.16,0,6.16,61,0,79,Ramadan 2026
O202600614,C0031,2026-03-01,2026,March,10,Pickup,Cash,2.2,0,2.2,22,0,148,Ramadan 2026
O202600615,C0040,2026-03-01,2026,March,10,Pickup,Wallet,4.4,0.13,4.27,42,0,100,Ramadan 2026
O202600616,C0119,2026-03-01,2026,March,10,Delivery,Card,35.43,0,35.43,354,0,1037,Ramadan 2026
O202600617,C0025,2026-03-01,2026,March,10,In-store,Wallet,19.47,0.58,18.89,188,0,252,Ramadan 2026
O202600618,C0109,2026-03-01,2026,March,10,Pickup,Cash,7.5,0,7.5,75,0,292,Ramadan 2026
O202600619,C0010,2026-03-01,2026,March,10,Pickup,Cash,7.69,0,7.69,76,0,184,Ramadan 2026
O202600620,C0078,2026-03-02,2026,March,10,In-store,Cash,1.99,0.06,1.93,19,0,183,Ramadan 2026
O202600621,C0073,2026-03-02,2026,March,10,Delivery,Wallet,1.25,0,1.25,12,0,198,Ramadan 2026
O202600622,C0068,2026-03-02,2026,March,10,In-store,Card,3.85,0,3.85,38,0,167,Ramadan 2026
O202600623,C0079,2026-03-02,2026,March,10,In-store,Cash,2.09,0.06,2.03,20,0,289,Ramadan 2026
O202600624,C0132,2026-03-02,2026,March,10,In-store,Card,3.2,0,3.2,32,0,151,Ramadan 2026
O202600625,C0103,2026-03-02,2026,March,10,Delivery,Cash,15.77,0,15.77,157,0,212,Ramadan 2026
O202600626,C0084,2026-03-02,2026,March,10,In-store,Cash,12.6,0,12.6,126,0,380,Ramadan 2026
O202600627,C0021,2026-03-02,2026,March,10,In-store,Card,2.09,0,2.09,20,0,193,Ramadan 2026
O202600628,C0067,2026-03-02,2026,March,10,Delivery,Card,3.08,0.09,2.99,29,0,290,Ramadan 2026
O202600629,C0010,2026-03-02,2026,March,10,Pickup,Cash,8.99,0.27,8.72,87,0,271,Ramadan 2026
O202600630,C0013,2026-03-02,2026,March,10,Delivery,Wallet,5.35,0,5.35,53,0,132,Ramadan 2026
O202600631,C0099,2026-03-02,2026,March,10,Pickup,Card,4.4,0,4.4,44,0,158,Ramadan 2026
O202600632,C0086,2026-03-03,2026,March,10,In-store,Cash,6.48,0,6.48,64,0,422,Ramadan 2026
O202600633,C0076,2026-03-03,2026,March,10,Pickup,Wallet,4.6,0.14,4.46,44,0,155,Ramadan 2026
O202600634,C0017,2026-03-03,2026,March,10,Delivery,Cash,0.6,0.02,0.58,5,0,304,Ramadan 2026
O202600635,C0041,2026-03-03,2026,March,10,In-store,Card,2.99,0,2.99,29,0,364,Ramadan 2026
O202600636,C0065,2026-03-03,2026,March,10,Delivery,Cash,3.8,0,3.8,38,0,228,Ramadan 2026
O202600637,C0077,2026-03-03,2026,March,10,Delivery,Card,5.46,0,5.46,54,0,343,Ramadan 2026
O202600638,C0149,2026-03-03,2026,March,10,Pickup,Cash,5.5,0.16,5.34,53,0,124,Ramadan 2026
O202600639,C0120,2026-03-03,2026,March,10,Pickup,Cash,1.8,0,1.8,18,0,18,Ramadan 2026
O202600640,C0089,2026-03-03,2026,March,10,Pickup,Wallet,6.27,0,6.27,62,0,260,Ramadan 2026
O202600641,C0130,2026-03-03,2026,March,10,Delivery,Card,0.79,0,0.79,7,0,298,Ramadan 2026
O202600642,C0120,2026-03-03,2026,March,10,In-store,Card,0.6,0,0.6,6,0,24,Ramadan 2026
O202600643,C0124,2026-03-03,2026,March,10,Pickup,Wallet,0.36,0,0.36,3,0,335,Ramadan 2026
O202600644,C0077,2026-03-03,2026,March,10,Pickup,Card,0.75,0,0.75,7,0,350,Ramadan 2026
O202600645,C0124,2026-03-03,2026,March,10,Pickup,Card,21.28,0,21.28,212,0,547,Ramadan 2026
O202600646,C0105,2026-03-03,2026,March,10,Pickup,Cash,1.25,0,1.25,12,0,210,Ramadan 2026
O202600647,C0076,2026-03-04,2026,March,10,In-store,Cash,3.2,0,3.2,32,0,187,Ramadan 2026
O202600648,C0033,2026-03-04,2026,March,10,In-store,Cash,13.15,0,13.15,131,0,319,Ramadan 2026
O202600649,C0066,2026-03-04,2026,March,10,Delivery,Cash,4.99,0.15,4.84,48,0,249,Ramadan 2026
O202600650,C0037,2026-03-04,2026,March,10,Pickup,Card,5.49,0,5.49,54,0,54,Ramadan 2026
O202600651,C0085,2026-03-04,2026,March,10,Delivery,Cash,3.45,0,3.45,34,0,152,Ramadan 2026
O202600652,C0057,2026-03-04,2026,March,10,Delivery,Card,1.2,0,1.2,12,0,382,Ramadan 2026
O202600653,C0026,2026-03-04,2026,March,10,Delivery,Card,2.75,0,2.75,27,0,27,Ramadan 2026
O202600654,C0142,2026-03-04,2026,March,10,Pickup,Wallet,1.21,0,1.21,12,0,262,Ramadan 2026
O202600655,C0002,2026-03-04,2026,March,10,Delivery,Card,1.9,0,1.9,19,0,115,Ramadan 2026
O202600656,C0018,2026-03-04,2026,March,10,Pickup,Cash,4.14,0,4.14,41,0,176,Ramadan 2026
O202600657,C0027,2026-03-04,2026,March,10,Delivery,Card,1.49,0,1.49,14,0,218,Ramadan 2026
O202600658,C0136,2026-03-04,2026,March,10,Delivery,Card,6.04,0,6.04,60,0,112,Ramadan 2026
O202600659,C0071,2026-03-04,2026,March,10,Delivery,Cash,3.75,0,3.75,37,0,208,Ramadan 2026
O202600660,C0064,2026-03-05,2026,March,10,In-store,Cash,3.7,0,3.7,37,0,127,Ramadan 2026
O202600661,C0004,2026-03-05,2026,March,10,Delivery,Cash,1.49,0,1.49,14,0,103,Ramadan 2026
O202600662,C0095,2026-03-05,2026,March,10,Delivery,Wallet,3.45,0,3.45,34,0,114,Ramadan 2026
O202600663,C0003,2026-03-05,2026,March,10,Pickup,Card,16.47,0,16.47,164,0,329,Ramadan 2026
O202600664,C0104,2026-03-05,2026,March,10,Pickup,Card,9.68,0,9.68,96,0,233,Ramadan 2026
O202600665,C0117,2026-03-05,2026,March,10,In-store,Cash,4.18,0.13,4.05,40,0,364,Ramadan 2026
O202600666,C0016,2026-03-05,2026,March,10,Delivery,Cash,5.7,0,5.7,57,0,253,Ramadan 2026
O202600667,C0138,2026-03-05,2026,March,10,Delivery,Card,11.25,0,11.25,112,0,360,Ramadan 2026
O202600668,C0119,2026-03-05,2026,March,10,Delivery,Cash,1.9,0,1.9,19,100,956,Ramadan 2026
O202600669,C0129,2026-03-05,2026,March,10,Delivery,Card,4.97,0,4.97,49,0,85,Ramadan 2026
O202600670,C0008,2026-03-05,2026,March,10,Delivery,Card,2.09,0.06,2.03,20,0,283,Ramadan 2026
O202600671,C0130,2026-03-05,2026,March,10,Delivery,Card,8.37,0,8.37,83,0,381,Ramadan 2026
O202600672,C0146,2026-03-06,2026,March,10,Pickup,Wallet,7.27,0,7.27,72,0,542,Ramadan 2026
O202600673,C0006,2026-03-06,2026,March,10,Pickup,Wallet,1.05,0,1.05,10,0,28,Ramadan 2026
O202600674,C0016,2026-03-06,2026,March,10,Pickup,Cash,5.6,0,5.6,56,0,309,Ramadan 2026
O202600675,C0028,2026-03-06,2026,March,10,Delivery,Wallet,2.4,0,2.4,24,0,87,Ramadan 2026
O202600676,C0076,2026-03-06,2026,March,10,Delivery,Cash,2.05,0,2.05,20,0,207,Ramadan 2026
O202600677,C0016,2026-03-06,2026,March,10,Delivery,Cash,7.96,0,7.96,79,0,388,Ramadan 2026
O202600678,C0097,2026-03-06,2026,March,10,In-store,Card,2.6,0,2.6,26,0,135,Ramadan 2026
O202600679,C0132,2026-03-06,2026,March,10,In-store,Cash,0.6,0,0.6,6,0,157,Ramadan 2026
O202600680,C0096,2026-03-06,2026,March,10,Pickup,Card,3.99,0,3.99,39,0,358,Ramadan 2026
O202600681,C0064,2026-03-06,2026,March,10,In-store,Cash,4.58,0,4.58,45,0,172,Ramadan 2026
O202600682,C0043,2026-03-06,2026,March,10,Delivery,Cash,3.79,0,3.79,37,0,65,Ramadan 2026
O202600683,C0135,2026-03-06,2026,March,10,Pickup,Cash,11.25,0,11.25,112,0,313,Ramadan 2026
O202600684,C0115,2026-03-06,2026,March,10,Pickup,Wallet,17.07,0,17.07,170,0,477,Ramadan 2026
O202600685,C0053,2026-03-06,2026,March,10,Pickup,Cash,12.55,0,12.55,125,0,269,Ramadan 2026
O202600686,C0099,2026-03-07,2026,March,10,Pickup,Card,9.31,0,9.31,93,0,251,Ramadan 2026
O202600687,C0069,2026-03-07,2026,March,10,Pickup,Card,1.35,0,1.35,13,0,228,Ramadan 2026
O202600688,C0093,2026-03-07,2026,March,10,Pickup,Card,14.97,0,14.97,149,0,217,Ramadan 2026
O202600689,C0045,2026-03-07,2026,March,10,Pickup,Card,2.97,0.09,2.88,28,0,96,Ramadan 2026
O202600690,C0101,2026-03-07,2026,March,10,Pickup,Wallet,4.99,0.15,4.84,48,0,348,Ramadan 2026
O202600691,C0020,2026-03-07,2026,March,10,Pickup,Card,0.75,0.02,0.73,7,0,87,Ramadan 2026
O202600692,C0033,2026-03-07,2026,March,10,Delivery,Card,0.6,0,0.6,6,0,325,Ramadan 2026
O202600693,C0036,2026-03-07,2026,March,10,In-store,Card,6.24,0,6.24,62,0,159,Ramadan 2026
O202600694,C0118,2026-03-07,2026,March,10,In-store,Card,1.79,0.05,1.74,17,0,429,Ramadan 2026
O202600695,C0047,2026-03-07,2026,March,10,Pickup,Card,2.2,0.07,2.13,21,0,167,Ramadan 2026
O202600696,C0014,2026-03-07,2026,March,10,Delivery,Card,1.4,0,1.4,14,0,81,Ramadan 2026
O202600697,C0078,2026-03-07,2026,March,10,In-store,Card,10.98,0,10.98,109,0,292,Ramadan 2026
O202600698,C0093,2026-03-07,2026,March,10,In-store,Card,2.25,0,2.25,22,0,239,Ramadan 2026
O202600699,C0016,2026-03-07,2026,March,10,Delivery,Card,0.7,0,0.7,7,0,395,Ramadan 2026
O202600700,C0005,2026-03-07,2026,March,10,In-store,Cash,0.79,0,0.79,7,0,273,Ramadan 2026
O202600701,C0002,2026-03-07,2026,March,10,Delivery,Wallet,4.59,0,4.59,45,0,160,Ramadan 2026
O202600702,C0146,2026-03-07,2026,March,10,Pickup,Cash,14.97,0,14.97,149,100,591,Ramadan 2026
O202600703,C0136,2026-03-07,2026,March,10,Delivery,Card,3.85,0.12,3.73,37,0,149,Ramadan 2026
O202600704,C0095,2026-03-08,2026,March,11,Pickup,Card,31.74,0,31.74,317,0,431,Ramadan 2026
O202600705,C0045,2026-03-08,2026,March,11,Delivery,Card,5.5,0,5.5,55,0,151,Ramadan 2026
O202600706,C0032,2026-03-08,2026,March,11,In-store,Cash,13,0,13,130,0,345,Ramadan 2026
O202600707,C0002,2026-03-08,2026,March,11,In-store,Card,1.43,0,1.43,14,0,174,Ramadan 2026
O202600708,C0146,2026-03-08,2026,March,11,In-store,Cash,0.75,0.02,0.73,7,0,598,Ramadan 2026
O202600709,C0140,2026-03-08,2026,March,11,Delivery,Cash,2.08,0,2.08,20,0,113,Ramadan 2026
O202600710,C0082,2026-03-08,2026,March,11,In-store,Wallet,1.75,0,1.75,17,0,187,Ramadan 2026
O202600711,C0131,2026-03-08,2026,March,11,Delivery,Cash,3.99,0,3.99,39,0,205,Ramadan 2026
O202600712,C0112,2026-03-08,2026,March,11,Delivery,Card,6.58,0,6.58,65,0,423,Ramadan 2026
O202600713,C0120,2026-03-08,2026,March,11,In-store,Card,1.2,0,1.2,12,0,36,Ramadan 2026
O202600714,C0004,2026-03-08,2026,March,11,In-store,Card,20.57,0.62,19.95,199,0,302,Ramadan 2026
O202600715,C0020,2026-03-08,2026,March,11,Pickup,Card,2.21,0,2.21,22,0,109,Ramadan 2026
O202600716,C0146,2026-03-08,2026,March,11,Delivery,Card,1.62,0,1.62,16,0,614,Ramadan 2026
O202600717,C0142,2026-03-08,2026,March,11,In-store,Cash,3.2,0,3.2,32,0,294,Ramadan 2026
O202600718,C0107,2026-03-08,2026,March,11,In-store,Cash,2.25,0,2.25,22,0,141,Ramadan 2026
O202600719,C0006,2026-03-08,2026,March,11,In-store,Wallet,0.6,0,0.6,6,0,34,Ramadan 2026
O202600720,C0136,2026-03-08,2026,March,11,In-store,Cash,4.9,0.15,4.75,47,0,196,Ramadan 2026
O202600721,C0112,2026-03-08,2026,March,11,Pickup,Card,2.8,0.08,2.72,27,0,450,Ramadan 2026
O202600722,C0010,2026-03-09,2026,March,11,Delivery,Wallet,5.99,0,5.99,59,0,330,Ramadan 2026
O202600723,C0112,2026-03-09,2026,March,11,In-store,Cash,7.5,0,7.5,75,0,525,Ramadan 2026
O202600724,C0040,2026-03-09,2026,March,11,Delivery,Cash,2.26,0,2.26,22,0,122,Ramadan 2026
O202600725,C0025,2026-03-09,2026,March,11,Delivery,Wallet,3.2,0,3.2,32,0,284,Ramadan 2026
O202600726,C0012,2026-03-09,2026,March,11,In-store,Cash,3.08,0,3.08,30,0,176,Ramadan 2026
O202600727,C0014,2026-03-09,2026,March,11,Delivery,Wallet,7.6,0,7.6,76,0,157,Ramadan 2026
O202600728,C0146,2026-03-09,2026,March,11,Pickup,Cash,5.5,0,5.5,55,0,669,Ramadan 2026
O202600729,C0132,2026-03-09,2026,March,11,Pickup,Card,11.25,0,11.25,112,0,269,Ramadan 2026
O202600730,C0088,2026-03-09,2026,March,11,In-store,Card,4.99,0.15,4.84,48,0,108,Ramadan 2026
O202600731,C0069,2026-03-09,2026,March,11,In-store,Card,1.5,0,1.5,15,0,243,Ramadan 2026
O202600732,C0024,2026-03-09,2026,March,11,Delivery,Card,1.55,0,1.55,15,0,70,Ramadan 2026
O202600733,C0074,2026-03-09,2026,March,11,Delivery,Cash,0.8,0,0.8,8,0,243,Ramadan 2026
O202600734,C0094,2026-03-10,2026,March,11,In-store,Cash,18.27,0,18.27,182,0,539,Ramadan 2026
O202600735,C0051,2026-03-10,2026,March,11,Pickup,Card,4.8,0,4.8,48,0,99,Ramadan 2026
O202600736,C0080,2026-03-10,2026,March,11,Pickup,Card,0.3,0,0.3,3,0,179,Ramadan 2026
O202600737,C0078,2026-03-10,2026,March,11,In-store,Wallet,2.09,0,2.09,20,0,312,Ramadan 2026
O202600738,C0021,2026-03-10,2026,March,11,In-store,Card,7.5,0,7.5,75,0,268,Ramadan 2026
O202600739,C0047,2026-03-10,2026,March,11,Pickup,Card,0.75,0,0.75,7,0,174,Ramadan 2026
O202600740,C0136,2026-03-10,2026,March,11,In-store,Wallet,6.9,0,6.9,69,0,265,Ramadan 2026
O202600741,C0143,2026-03-10,2026,March,11,Delivery,Card,4.2,0,4.2,42,0,97,Ramadan 2026
O202600742,C0089,2026-03-10,2026,March,11,Delivery,Card,7.5,0,7.5,75,0,335,Ramadan 2026
O202600743,C0011,2026-03-10,2026,March,11,In-store,Cash,5.78,0,5.78,57,0,379,Ramadan 2026
O202600744,C0033,2026-03-11,2026,March,11,Delivery,Cash,3.74,0,3.74,37,0,362,Ramadan 2026
O202600745,C0091,2026-03-11,2026,March,11,In-store,Cash,6.6,0,6.6,66,0,242,Ramadan 2026
O202600746,C0047,2026-03-11,2026,March,11,Delivery,Card,12.7,0,12.7,127,0,301,Ramadan 2026
O202600747,C0026,2026-03-11,2026,March,11,Pickup,Card,5.22,0,5.22,52,0,79,Ramadan 2026
O202600748,C0001,2026-03-11,2026,March,11,Delivery,Card,6.59,0,6.59,65,0,466,Ramadan 2026
O202600749,C0103,2026-03-11,2026,March,11,Delivery,Cash,5.45,0,5.45,54,0,266,Ramadan 2026
O202600750,C0102,2026-03-11,2026,March,11,In-store,Card,4.8,0,4.8,48,0,154,Ramadan 2026
O202600751,C0133,2026-03-11,2026,March,11,In-store,Cash,5.72,0,5.72,57,0,368,Ramadan 2026
