order_item_id,order_id,order_date,customer_id,product_id,product_name,category,association_group,quantity,unit_price_jd,line_total_jd,season_event
I2026001604,O202600946,2026-03-25,C0122,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Soft Drinks,2,1.7,3.4,Normal
I2026001605,O202600947,2026-03-25,C0035,7,Frozen fries,frozen food,Frozen fries,3,1.85,5.55,Normal
I2026001606,O202600947,2026-03-25,C0035,2,Frozen pizza,frozen food,Frozen pizza,2,3.59,7.18,Normal
I2026001607,O202600947,2026-03-25,C0035,264,"Al Rabie Orange Juice, 1L",Juices,Juices,3,1.55,4.65,Normal
I2026001608,O202600947,2026-03-25,C0035,162,"NewLand Special Sauce For Burgers & Fries, 300g",Cooking & Baking,Sauce,1,2,2,Normal
I2026001609,O202600947,2026-03-25,C0035,208,"G Cherry Pop Sugar Free Flavored Soda, 300ml",Soft Drinks,Soft Drinks,3,0.55,1.65,Normal
I2026001610,O202600948,2026-03-25,C0115,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Normal
I2026001611,O202600949,2026-03-25,C0138,232,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,1,0.7,0.7,Normal
I2026001612,O202600949,2026-03-25,C0138,370,Soccer 50 FT Smart Outdoor String Lights Waterproof,World Cup,Water,1,1.9,1.9,Normal
I2026001613,O202600950,2026-03-25,C0109,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Chocolate,1,0.75,0.75,Normal
I2026001614,O202600950,2026-03-25,C0109,302,"Mr.Chips Cheese Pop Corn, 58g",Chips,Chips,1,0.65,0.65,Normal
I2026001615,O202600950,2026-03-25,C0109,77,"Nadec Milk Chocolate Milk, 6x125ml",Long Life Milk,Soft Drinks,1,1.35,1.35,Normal
I2026001616,O202600950,2026-03-25,C0109,335,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g",Cakes and Rolls,Bakery,3,0.25,0.75,Normal
I2026001617,O202600951,2026-03-26,C0114,306,"Lay's Chili Potato Chips, 110g",Chips,Chips,1,1,1,Normal
I2026001618,O202600952,2026-03-26,C0001,232,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,Dairy,3,0.7,2.1,Normal
I2026001619,O202600953,2026-03-26,C0103,305,"Lay's Tomato Ketchup Potato Chips, 110g",Chips,Chips,1,1,1,Normal
I2026001620,O202600953,2026-03-26,C0103,199,"Nestle Mineral Water, 6x1.5L",water,Water,4,2.2,8.8,Normal
I2026001621,O202600954,2026-03-26,C0015,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Chocolate,1,0.65,0.65,Normal
I2026001622,O202600954,2026-03-26,C0015,305,"Lay's Tomato Ketchup Potato Chips, 110g",Chips,Chips,1,1,1,Normal
I2026001623,O202600954,2026-03-26,C0015,77,"Nadec Milk Chocolate Milk, 6x125ml",Long Life Milk,Dairy,2,1.35,2.7,Normal
I2026001624,O202600954,2026-03-26,C0015,201,"Kinza Soda Water Can, 250ml",water,Soft Drinks,2,0.36,0.72,Normal
I2026001625,O202600955,2026-03-26,C0045,123,"Foster Clark's Bicarbonate of Soda, 150g",Cooking & Baking,Soft Drinks,1,0.9,0.9,Normal
I2026001626,O202600956,2026-03-27,C0124,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,3,0.6,1.8,Normal
I2026001627,O202600956,2026-03-27,C0124,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger,1,0.55,0.55,Normal
I2026001628,O202600957,2026-03-27,C0024,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Chocolate,1,1.6,1.6,Normal
I2026001629,O202600958,2026-03-27,C0052,4,Frozen fries,frozen food,Frozen fries,2,1.9,3.8,Normal
I2026001630,O202600959,2026-03-27,C0108,291,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Chips,Chips,1,0.3,0.3,Normal
I2026001631,O202600959,2026-03-27,C0108,85,"Alpro Plant-Based Barista Soya Drink, 1L",Milk Alternatives,Dairy,1,2.8,2.8,Normal
I2026001632,O202600960,2026-03-27,C0071,203,"Kinza Zero Sugar Lemon Soft Drink Can, 250ml",Soft Drinks,Soft Drinks,4,0.25,1,Normal
I2026001633,O202600961,2026-03-27,C0070,137,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Sauce,1,1.9,1.9,Normal
I2026001634,O202600961,2026-03-27,C0070,293,"Smart Chips Crunchy Rings Pizza Flavor, 80g",Chips,Frozen pizza,2,1,2,Normal
I2026001635,O202600961,2026-03-27,C0070,212,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,1,0.33,0.33,Normal
I2026001636,O202600961,2026-03-27,C0070,257,"Almarai Mixed Fruit Juice, 1.4L",Juices,Juices,2,2,4,Normal
I2026001637,O202600962,2026-03-27,C0034,291,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Chips,Chips,1,0.3,0.3,Normal
I2026001638,O202600962,2026-03-27,C0034,281,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Soft Drinks,4,0.9,3.6,Normal
I2026001639,O202600962,2026-03-27,C0034,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Chocolate,1,1.7,1.7,Normal
I2026001640,O202600963,2026-03-27,C0099,94,"Alyoum Tang Taste Yoghurt Baladi, 1kg",Yoghurts,Dairy,1,1.75,1.75,Normal
I2026001641,O202600963,2026-03-27,C0099,214,"Kinza Lemon Carbonated Drink, 1L",Soft Drinks,Soft Drinks,4,0.4,1.6,Normal
I2026001642,O202600964,2026-03-27,C0057,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026001643,O202600964,2026-03-27,C0057,99,"Kraft Original Cheddar Cheese Slices, 200g",Cheese,Cheese,1,1.75,1.75,Normal
I2026001644,O202600964,2026-03-27,C0057,290,Choco Lake Choco Biscuits 650G,Chocolate,Soft Drinks,3,3,9,Normal
I2026001645,O202600964,2026-03-27,C0057,26,Burger,frozen food,Burger,1,3.1,3.1,Normal
I2026001646,O202600965,2026-03-27,C0056,283,"Galaxy Minstrels Chocolate, 42g",Chocolate,Chocolate,1,1.09,1.09,Normal
I2026001647,O202600965,2026-03-27,C0056,1,Frozen pizza,frozen food,Frozen pizza,1,2.49,2.49,Normal
I2026001648,O202600965,2026-03-27,C0056,213,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,Juices,3,0.33,0.99,Normal
I2026001649,O202600965,2026-03-27,C0056,161,"NewLand Mayonnaise, 300ml",Cooking & Baking,Sauce,3,2,6,Normal
I2026001650,O202600965,2026-03-27,C0056,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,2,0.6,1.2,Normal
I2026001651,O202600965,2026-03-27,C0056,265,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",Chocolate,Soft Drinks,2,0.6,1.2,Normal
I2026001652,O202600966,2026-03-28,C0139,282,"Storck Toffifee Hazelnut In Caramel Candy, 125g",Chocolate,Chocolate,1,2.15,2.15,Normal
I2026001653,O202600966,2026-03-28,C0139,304,"Lay's Salt & Vinegar Chips, 110g",Chips,Chips,1,1,1,Normal
I2026001654,O202600966,2026-03-28,C0139,212,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,Soft Drinks,2,0.33,0.66,Normal
I2026001655,O202600967,2026-03-28,C0011,296,"Mr.Chips Waves Honey Mustard Chips, 50g",Chips,Chips,1,0.65,0.65,Normal
I2026001656,O202600967,2026-03-28,C0011,275,"Kinder Joy Chocolate Egg for Boys Assorted, 20g",Chocolate,Soft Drinks,1,0.7,0.7,Normal
I2026001657,O202600967,2026-03-28,C0011,281,"Raffaello Premium Coconut & Almond Pralines, 30g",Chocolate,Chocolate,3,0.9,2.7,Normal
I2026001658,O202600967,2026-03-28,C0011,335,"Bifa Keks Cocoa Oval Banana Sauce Cake, 45g",Cakes and Rolls,Bakery,1,0.25,0.25,Normal
I2026001659,O202600968,2026-03-28,C0128,69,"Nadec Long Life Full Fat UHT Milk, 4x1L",Long Life Milk,Eggs,3,3.35,10.05,Normal
I2026001660,O202600968,2026-03-28,C0128,86,"Pascual Vive Soy High Calcium Soy Drink, 1L",Milk Alternatives,Dairy,1,3.5,3.5,Normal
I2026001661,O202600969,2026-03-28,C0150,61,"Almarai Natural Unsalted Butter, 100g",butter,Eggs,1,0.99,0.99,Normal
I2026001662,O202600969,2026-03-28,C0150,285,"Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chocolate,Soft Drinks,1,2.25,2.25,Normal
I2026001663,O202600970,2026-03-28,C0145,290,Choco Lake Choco Biscuits 650G,Chocolate,Chocolate,1,3,3,Normal
I2026001664,O202600970,2026-03-28,C0145,313,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Chips,2,0.25,0.5,Normal
I2026001665,O202600970,2026-03-28,C0145,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Soft Drinks,2,0.55,1.1,Normal
I2026001666,O202600970,2026-03-28,C0145,328,"Americana Orange Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Normal
I2026001667,O202600971,2026-03-28,C0046,328,"Americana Orange Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Normal
I2026001668,O202600972,2026-03-28,C0095,274,"Nestle Kitkat Hazelnut 4 Fingers Chocolate, 41.5g",Chocolate,Chocolate,1,0.8,0.8,Normal
I2026001669,O202600972,2026-03-28,C0095,289,"Choco Lake Diamond Twist Kunafa with Peanut Butter Filling, 450g",Chocolate,Dairy,1,4.99,4.99,Normal
I2026001670,O202600972,2026-03-28,C0095,265,"Snickers Chocolate Bar Filled with Caramel & Peanuts, 40g",Chocolate,Soft Drinks,2,0.6,1.2,Normal
I2026001671,O202600973,2026-03-28,C0119,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026001672,O202600973,2026-03-28,C0119,286,Mythic Sensation Mini Milk Chocolate 30 g,Chocolate,Soft Drinks,1,0.55,0.55,Normal
I2026001673,O202600974,2026-03-28,C0145,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Dairy,1,0.6,0.6,Normal
I2026001674,O202600975,2026-03-28,C0036,304,"Lay's Salt & Vinegar Chips, 110g",Chips,Chips,1,1,1,Normal
I2026001675,O202600975,2026-03-28,C0036,277,"Ozmo Milk Chocolate Egg Shapes, 20g",Chocolate,Soft Drinks,2,0.75,1.5,Normal
I2026001676,O202600975,2026-03-28,C0036,278,"Ozmo Fun Shape Milk Chocolate Lollipop, 23g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026001677,O202600976,2026-03-28,C0042,302,"Mr.Chips Cheese Pop Corn, 58g",Chips,Chips,1,0.65,0.65,Normal
I2026001678,O202600977,2026-03-28,C0002,197,Al-Bayrouti Chick Peas 3x400g,Canned Fruit,Fruit And Veg,1,1.5,1.5,Normal
I2026001679,O202600978,2026-03-29,C0023,90,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Normal
I2026001680,O202600979,2026-03-29,C0132,206,"G Pink Lemonade Flavored Soda, 300ml",Soft Drinks,Soft Drinks,2,0.55,1.1,Normal
I2026001681,O202600980,2026-03-29,C0092,312,"Pringles Sour Cream & Onion Chips Can, 165g",Chips,Chips,1,1.7,1.7,Normal
I2026001682,O202600981,2026-03-29,C0005,104,"Pasta Zara Conchiglie No.54, 500g",pasta,Pasta,1,1.31,1.31,Normal
I2026001683,O202600981,2026-03-29,C0005,293,"Smart Chips Crunchy Rings Pizza Flavor, 80g",Chips,Frozen pizza,1,1,1,Normal
I2026001684,O202600981,2026-03-29,C0005,258,"Almarai Mixed Berry Juice, 1.4L",Juices,Juices,4,2,8,Normal
I2026001685,O202600981,2026-03-29,C0005,155,"Kikkoman Soy Sauce, 591ml",Cooking & Baking,Sauce,1,3.55,3.55,Normal
I2026001686,O202600981,2026-03-29,C0005,51,"Hammoudeh Lactose Free Full Fat UHT Milk, 1L",milk,Dairy,1,1.5,1.5,Normal
I2026001687,O202600981,2026-03-29,C0005,208,"G Cherry Pop Sugar Free Flavored Soda, 300ml",Soft Drinks,Soft Drinks,3,0.55,1.65,Normal
I2026001688,O202600982,2026-03-29,C0049,308,"Doritos Nacho Cheese Tortilla Chips, 120g",Chips,Chips,1,1,1,Normal
I2026001689,O202600982,2026-03-29,C0049,228,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Specialty Drinks,Soft Drinks,2,0.95,1.9,Normal
I2026001690,O202600983,2026-03-29,C0084,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Bakery,2,0.55,1.1,Normal
I2026001691,O202600984,2026-03-29,C0134,237,"Freez Blue Hawaii Tropical Fruits Flavored Carbonated Drink, 275ml",Specialty Drinks,Fruit And Veg,1,1,1,Normal
I2026001692,O202600985,2026-03-29,C0044,137,"Ard Jdadna Powder Garlic, 200g",Cooking & Baking,Sauce,1,1.9,1.9,Normal
I2026001693,O202600985,2026-03-29,C0044,1,Frozen pizza,frozen food,Frozen pizza,1,2.49,2.49,Normal
I2026001694,O202600985,2026-03-29,C0044,105,"Al-Ghazal Pasta Bucatini 1, 300g",pasta,Pasta,1,0.49,0.49,Normal
I2026001695,O202600985,2026-03-29,C0044,215,"Jordina Joy Orange, 1L",Soft Drinks,Juices,1,0.6,0.6,Normal
I2026001696,O202600986,2026-03-30,C0056,78,"Nadec Full Fat Fresh Milk, 6x125ml",Long Life Milk,Dairy,2,1.13,2.26,Normal
I2026001697,O202600987,2026-03-30,C0071,66,"Almarai Cooking Cream, 500ml",cream,Dairy,1,2.65,2.65,Normal
I2026001698,O202600987,2026-03-30,C0071,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Soft Drinks,3,0.75,2.25,Normal
I2026001699,O202600988,2026-03-30,C0123,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Fruit And Veg,1,1.05,1.05,Normal
I2026001700,O202600988,2026-03-30,C0123,322,"Eti Aditco Chocolate Cake, 36g",Cakes and Rolls,Bakery,1,0.39,0.39,Normal
I2026001701,O202600989,2026-03-30,C0041,319,"Spuds Sweet & Chilli Salsa Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026001702,O202600989,2026-03-30,C0041,204,"Jordina Joy Cola, 1L",Soft Drinks,Soft Drinks,4,0.6,2.4,Normal
I2026001703,O202600989,2026-03-30,C0041,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Chocolate,1,1.65,1.65,Normal
I2026001704,O202600990,2026-03-30,C0011,329,"Americana Chocolate Pound Cake, 300g",Cakes and Rolls,Bakery,1,1.9,1.9,Normal
I2026001705,O202600991,2026-03-30,C0011,290,Choco Lake Choco Biscuits 650G,Chocolate,Chocolate,1,3,3,Normal
I2026001706,O202600991,2026-03-30,C0011,1,Frozen pizza,frozen food,Frozen pizza,1,2.49,2.49,Normal
I2026001707,O202600991,2026-03-30,C0011,261,"KDD Mango Nectar, 1L",Juices,Juices,2,1.33,2.66,Normal
I2026001708,O202600992,2026-03-30,C0122,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,3,0.6,1.8,Normal
I2026001709,O202600993,2026-03-31,C0014,19,Fruit And Veg,frozen food,Fruit And Veg,1,0.85,0.85,Normal
I2026001710,O202600993,2026-03-31,C0014,334,"Bifa Keks Roll Black and White Cake, 50g",Cakes and Rolls,Bakery,1,0.25,0.25,Normal
I2026001711,O202600994,2026-03-31,C0111,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Sauce,1,1.49,1.49,Normal
I2026001712,O202600994,2026-03-31,C0111,293,"Smart Chips Crunchy Rings Pizza Flavor, 80g",Chips,Frozen pizza,1,1,1,Normal
I2026001713,O202600994,2026-03-31,C0111,259,"Almarai Mango Juice, 1L",Juices,Juices,2,1.25,2.5,Normal
I2026001714,O202600995,2026-03-31,C0064,294,"Mr.Chips Waves Smoky Bbq Chips, 50g",Chips,Chips,1,0.65,0.65,Normal
I2026001715,O202600995,2026-03-31,C0064,82,"Koita UHT Coconut Milk - No Added Sugar, 1L",Milk Alternatives,Dairy,1,3.7,3.7,Normal
I2026001716,O202600995,2026-03-31,C0064,288,"Galaxy Jewels Assorted Chocolate Box, 650g",Chocolate,Soft Drinks,1,17.3,17.3,Normal
I2026001717,O202600995,2026-03-31,C0064,270,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Chocolate,1,0.77,0.77,Normal
I2026001718,O202600996,2026-03-31,C0028,184,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Fruit And Veg,1,4.75,4.75,Normal
I2026001719,O202600997,2026-03-31,C0086,152,"Benina Garlic Chili Sauce, 280g",Cooking & Baking,Sauce,1,1.49,1.49,Normal
I2026001720,O202600997,2026-03-31,C0086,5,Frozen fries,frozen food,Frozen fries,3,2.5,7.5,Normal
I2026001721,O202600997,2026-03-31,C0086,211,"TT Peach ice Tea, 330ml",Soft Drinks,Soft Drinks,3,0.25,0.75,Normal
I2026001722,O202600998,2026-03-31,C0115,287,"Milka Choco Wafer, (5 Pieces), 150g",Chocolate,Chocolate,1,2.31,2.31,Normal
I2026001723,O202600998,2026-03-31,C0115,317,"Spuds Sour Cream & Onion Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026001724,O202600998,2026-03-31,C0115,336,"Barni Chocolate Cake, 30g",Cakes and Rolls,Soft Drinks,2,0.4,0.8,Normal
I2026001725,O202600999,2026-03-31,C0086,308,"Doritos Nacho Cheese Tortilla Chips, 120g",Chips,Chips,1,1,1,Normal
I2026001726,O202601000,2026-03-31,C0008,321,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Soft Drinks,2,0.25,0.5,Normal
I2026001727,O202601001,2026-03-31,C0067,90,"Almarai Greek Style Full Fat Blueberry Yoghurt, 150g",Yoghurts,Dairy,1,0.9,0.9,Normal
I2026001728,O202601002,2026-03-31,C0054,314,"Mr.Chips Pizza Flavor Corn Chips, 58g",Chips,Chips,1,0.25,0.25,Normal
I2026001729,O202601002,2026-03-31,C0054,330,"L'usine Cupcakes Filled with Chocolate Cream, 18x30g",Cakes and Rolls,Soft Drinks,4,1.8,7.2,Normal
I2026001730,O202601002,2026-03-31,C0054,279,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Chocolate,1,0.6,0.6,Normal
I2026001731,O202601003,2026-04-01,C0141,7,Frozen fries,frozen food,Frozen fries,1,1.85,1.85,Normal
I2026001732,O202601003,2026-04-01,C0141,67,"Five Cows Thick Cream, 4x125ml",cream,Eggs,1,1.75,1.75,Normal
I2026001733,O202601003,2026-04-01,C0141,389,SWYOUN 48PCS Eid Al Adha Cupcake Topper Party Decorations,Eid al-Adha,Bakery,1,0.75,0.75,Normal
I2026001734,O202601004,2026-04-01,C0117,276,Said Junior Cup 50 g,Chocolate,Chocolate,1,0.75,0.75,Normal
I2026001735,O202601004,2026-04-01,C0117,260,"Almarai Mixed Fruit Juice, 200ml",Juices,Fruit And Veg,1,0.3,0.3,Normal
I2026001736,O202601004,2026-04-01,C0117,69,"Nadec Long Life Full Fat UHT Milk, 4x1L",Long Life Milk,Eggs,2,3.35,6.7,Normal
I2026001737,O202601004,2026-04-01,C0117,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026001738,O202601004,2026-04-01,C0117,211,"TT Peach ice Tea, 330ml",Soft Drinks,Soft Drinks,1,0.25,0.25,Normal
I2026001739,O202601005,2026-04-01,C0002,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Chocolate,1,1.7,1.7,Normal
I2026001740,O202601005,2026-04-01,C0002,123,"Foster Clark's Bicarbonate of Soda, 150g",Cooking & Baking,Soft Drinks,1,0.9,0.9,Normal
I2026001741,O202601006,2026-04-01,C0006,279,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Soft Drinks,1,0.6,0.6,Normal
I2026001742,O202601007,2026-04-01,C0029,5,Frozen fries,frozen food,Frozen fries,1,2.5,2.5,Normal
I2026001743,O202601008,2026-04-01,C0127,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Chocolate,1,1.7,1.7,Normal
I2026001744,O202601008,2026-04-01,C0127,266,"Bounty Coconut Milk Chocolate Bar, 50g",Chocolate,Soft Drinks,3,0.65,1.95,Normal
I2026001745,O202601008,2026-04-01,C0127,323,"Eti PopkekÂ Cocoa Cake, 35g",Cakes and Rolls,Bakery,1,0.3,0.3,Normal
I2026001746,O202601009,2026-04-01,C0099,292,"Smart Chips Ketchup Flavor Stix, 75g",Chips,Chips,1,1.28,1.28,Normal
I2026001747,O202601010,2026-04-01,C0066,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Fruit And Veg,1,1.05,1.05,Normal
I2026001748,O202601011,2026-04-01,C0051,315,"Mr.Chips Disco Cheddar Cheese Flavor Snack, 58g",Chips,Chips,1,0.25,0.25,Normal
I2026001749,O202601011,2026-04-01,C0051,267,"Kinder Bueno Milk Chocolate Bar in Wafer with Hazelnut Cream, 43g",Chocolate,Soft Drinks,2,0.75,1.5,Normal
I2026001750,O202601011,2026-04-01,C0051,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Chocolate,1,1.95,1.95,Normal
I2026001751,O202601012,2026-04-01,C0113,321,"Molto XL Croissant Chocolate With Hazelnut, 42.5g",Cakes and Rolls,Chocolate,1,0.25,0.25,Normal
I2026001752,O202601013,2026-04-02,C0033,324,"Eti Adicto Gold Mini Chocolate Brown Cake, 180g",Cakes and Rolls,Bakery,1,1.7,1.7,Normal
I2026001753,O202601014,2026-04-02,C0079,291,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Chips,Canned Vegetables,1,0.3,0.3,Normal
I2026001754,O202601014,2026-04-02,C0079,107,"Barakah Al Sanabel Chiffari Lisci, 450g",pasta,Pasta,1,0.35,0.35,Normal
I2026001755,O202601015,2026-04-02,C0081,300,"Mr.Chips Chilli Potato Chips, 68g",Chips,Chips,3,0.6,1.8,Normal
I2026001756,O202601015,2026-04-02,C0081,217,"Kinza Blackcurrant Carbonated Drink Can, 250ml",Soft Drinks,Soft Drinks,2,0.25,0.5,Normal
I2026001757,O202601015,2026-04-02,C0081,272,"Galaxy Crispy Chocolate Bar,Â 30g",Chocolate,Chocolate,2,0.77,1.54,Normal
I2026001758,O202601016,2026-04-02,C0097,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Soft Drinks,1,1.6,1.6,Normal
I2026001759,O202601016,2026-04-02,C0097,336,"Barni Chocolate Cake, 30g",Cakes and Rolls,Bakery,1,0.4,0.4,Normal
I2026001760,O202601017,2026-04-02,C0118,303,"Cheetos Crunchy Flaming Hot Chips, 115g",Chips,Chips,1,1,1,Normal
I2026001761,O202601017,2026-04-02,C0118,270,"Galaxy Caramel Chocolate Bar, 34g",Chocolate,Chocolate,1,0.77,0.77,Normal
I2026001762,O202601017,2026-04-02,C0118,201,"Kinza Soda Water Can, 250ml",water,Soft Drinks,2,0.36,0.72,Normal
I2026001763,O202601018,2026-04-02,C0057,279,"Ozmo Hoppo Biscuit Filled with Chocolate Cream, 40g",Chocolate,Soft Drinks,4,0.6,2.4,Normal
I2026001764,O202601019,2026-04-02,C0027,325,"Eti Pop Kek Mini Cake with Dark Chocolate, 144g",Cakes and Rolls,Chocolate,1,1.6,1.6,Normal
I2026001765,O202601019,2026-04-02,C0027,318,"Spuds Prime Ribs Craft Cooked Chips, 65g",Chips,Chips,1,0.75,0.75,Normal
I2026001766,O202601020,2026-04-02,C0131,268,"Kinder Chocolate Milk Chocolate Bars With Milky Filling (4 Bars), 50g",Chocolate,Dairy,2,0.6,1.2,Normal
I2026001767,O202601021,2026-04-03,C0025,280,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Chocolate,Chocolate,1,1,1,Normal
I2026001768,O202601022,2026-04-03,C0042,108,"Afia Pure Corn Oil, 1.5L",oil,Oil,1,3.99,3.99,Normal
I2026001769,O202601022,2026-04-03,C0042,179,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,Fruit And Veg,1,1.05,1.05,Normal
I2026001770,O202601022,2026-04-03,C0042,101,Mandi Basmati Rice 4 kg,rice,Rice,1,4.97,4.97,Normal
I2026001771,O202601022,2026-04-03,C0042,142,"Aroma Garden Organic Meat Spices, 120g",Cooking & Baking,Spices & Seasonings,1,2.09,2.09,Normal
I2026001772,O202601023,2026-04-03,C0006,280,"Ferrero Rocher Fine Crunchy Hazelnuts Dipped in Smooth Milk Chocolate, (3 Pieces), 37.5g",Chocolate,Chocolate,1,1,1,Normal
I2026001773,O202601023,2026-04-03,C0006,298,"Mr.Chips Salt & Vinegar Potato Chips, 68g",Chips,Chips,1,0.6,0.6,Normal
I2026001774,O202601024,2026-04-03,C0032,184,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,Fruit And Veg,1,4.75,4.75,Normal
I2026001775,O202601024,2026-04-03,C0032,313,"Mr.Chips Crocodile Cheese & Pizza Flavor Snack, 58g",Chips,Chips,1,0.25,0.25,Normal
I2026001776,O202601025,2026-04-03,C0046,337,"Alyoum Burger Buns, 6 Pieces",Burger Buns,Burger Buns,2,0.55,1.1,Normal
I2026001777,O202601025,2026-04-03,C0046,98,"Nadec Burger Cheese (10 Slices), 200g",Cheese,Cheese,1,1.57,1.57,Normal
I2026001778,O202601025,2026-04-03,C0046,97,"Almarai Full Fat Processed Cheddar Burger Cheese (10 Slices), 200g",Cheese,Burger,1,1.4,1.4,Normal
I2026001779,O202601025,2026-04-03,C0046,160,NewLand Tomato Ketchup 567 g,Cooking & Baking,Sauce,1,2.09,2.09,Normal
I2026001780,O202601025,2026-04-03,C0046,336,"Barni Chocolate Cake, 30g",Cakes and Rolls,Soft Drinks,2,0.4,0.8,Normal
I2026001781,O202601026,2026-04-04,C0139,163,"NewLand Dynamite Sauce, 300ml",Cooking & Baking,Sauce,1,2.13,2.13,Normal
I2026001782,O202601026,2026-04-04,C0139,7,Frozen fries,frozen food,Frozen fries,2,1.85,3.7,Normal
I2026001783,O202601026,2026-04-04,C0139,285,"Nutella B-Ready Chocolate Wafer Bar (6 Bars), 132g",Chocolate,Soft Drinks,3,2.25,6.75,Normal
I2026001784,O202601027,2026-04-04,C0108,201,"Kinza Soda Water Can, 250ml",water,Soft Drinks,4,0.36,1.44,Normal
I2026001785,O202601028,2026-04-04,C0110,291,"Mr.Chips Bugles Cheese Flavor Corn Snacks, 33g",Chips,Cheese,1,0.3,0.3,Normal
I2026001786,O202601028,2026-04-04,C0110,338,"Alyoum Burger Buns with Sesame Seeds, 6 Pieces",Burger Buns,Burger Buns,3,0.55,1.65,Normal
I2026001787,O202601028,2026-04-04,C0110,284,"Kinder Happy Hippo Biscuits with Double Cream Filling, 103.5g",Chocolate,Soft Drinks,1,1.95,1.95,Normal
I2026001788,O202601028,2026-04-04,C0110,98,"Nadec Burger Cheese (10 Slices), 200g",Cheese,Burger,1,1.57,1.57,Normal
I2026001789,O202601029,2026-04-04,C0066,74,Koita Organic Chocolate Milk Uht 200 ml,Long Life Milk,Chocolate,1,1.65,1.65,Normal
